  40, 15.875, 1881,  0.127, 78.5,27.3,  1.0, 71,22, 90,30,  27.0,143.0, -5,200402_11:24:03.415
  55, 16.125, 1732,  0.129, 75.0,27.1,  1.0, 68,21, 90,30,  26.0,143.0, -5,200402_11:24:03.664
  66, 16.375, 1774,  0.130, 71.4,26.8,  1.0, 66,20, 91,30,  24.0,143.0, -5,200402_11:24:03.913
  69, 16.625, 1654,  0.133, 70.2,27.0,  1.0, 65,20, 91,30,  22.0,143.0, -5,200402_11:24:04.161
  80, 16.875, 1682,  0.135, 69.8,28.5,  1.0, 54,26, 91,30,  22.0,143.0, -5,200402_11:24:04.411
  57, 17.125, 1418,  0.136, 65.2,27.9,  1.0, 49,23, 79,30,  25.0,143.0, -5,200402_11:24:04.662
  44, 17.375, 1306,  0.127, 68.9,28.1,  1.0, 64,24, 79,30,  27.0,143.0, -5,200402_11:24:04.923
  42, 17.625, 1256,  0.136, 70.7,28.1,  1.0, 64,24, 86,30,  26.0,143.0, -5,200402_11:24:05.162
  26, 17.875, 1429,  0.137, 75.4,28.0,  1.0, 71,25, 88,30,  21.0,143.0, -5,200402_11:24:05.412
  51, 18.125, 1293,  0.138, 57.0,27.2,  1.0, 45,23, 62,30,  27.0,143.0, -5,200402_11:24:05.661
  69, 18.375, 1408,  0.139, 60.7,26.9,  1.0, 46,21, 89,30,  27.0,143.0, -5,200402_11:24:05.911
  69, 18.625, 1263,  0.140, 58.4,26.9,  1.0, 44,21, 87,30,  27.0,142.0, -5,200402_11:24:06.161
  70, 18.875, 1427,  0.139, 61.1,27.0,  1.0, 46,22, 89,30,  26.0,142.0, -5,200402_11:24:06.413
  69, 19.125, 1724,  0.124, 64.9,27.1,  1.0, 48,22, 92,30,  27.0,142.0, -5,200402_11:24:06.684
 125, 19.375, 1547,  0.139, 61.0,26.6,  1.0, 39,19, 92,30,  27.0,143.0, -5,200402_11:24:06.913
 129, 19.625, 1381,  0.140, 56.8,26.2,  1.0, 35,18, 89,30,  27.0,143.0, -5,200402_11:24:07.161
 140, 19.875, 1501,  0.139, 59.1,26.3,  1.0, 36,19, 93,30,  26.0,142.0, -5,200402_11:24:07.412
 132, 20.125, 1541,  0.143, 61.1,26.6,  1.0, 38,19, 94,30,  27.0,142.0, -5,200402_11:24:07.661
  96, 20.375, 1503,  0.141, 62.5,27.1,  1.0, 42,20, 94,30,  26.0,142.0, -5,200402_11:24:07.911
   0, 20.625,    0,  0.145,  0.0, 0.0,  0.9,  0, 0,  0, 0,  27.0,142.0, -5,200402_11:24:08.161
 393, 26.875, 2800,  0.149, 65.2,26.3,  1.0, 21,19, 94,30,  14.0,142.0, -5,200402_11:24:14.411
 792, 27.125, 2835,  0.150, 60.0,24.1,  1.0, 12,14, 94,30,  13.0,147.0, -5,200402_11:24:14.662
2284, 27.375, 1506,  0.149, 48.5,15.4,  1.0,  2, 2, 94,30,   7.0,159.0, -5,200402_11:24:14.913
2380, 27.625, 2290,  0.134, 47.4,15.0,  1.1,  2, 2, 94,30,  11.0,166.0, -5,200402_11:24:15.173
2405, 27.875, 1622,  0.147, 47.3,15.1,  1.0,  2, 2, 94,30,  11.0,165.0, -5,200402_11:24:15.414
2402, 28.125, 1455,  0.146, 47.2,15.1,  1.0,  2, 2, 94,30,  10.0,165.0, -5,200402_11:24:15.665
 631, 28.375, 1894,  0.150, 58.6,20.8,  0.9, 19, 2, 88,30,  16.0,165.0, -5,200402_11:24:15.913
 495, 28.625, 2272,  0.144, 58.8,20.4,  0.9, 40, 2, 77,30,  13.0,156.0, -5,200402_11:24:16.175
 411, 28.875, 2258,  0.152, 55.9,20.2,  1.0, 38, 2, 71,30,  11.0,149.0, -5,200402_11:24:16.412
 388, 29.125, 2315,  0.153, 59.2,19.9,  1.0, 42, 2, 74,30,  13.0,148.0, -5,200402_11:24:16.661
 334, 29.375, 2290,  0.154, 58.8,19.9,  1.0, 43, 2, 73,30,  20.0,148.0, -5,200402_11:24:16.911
 229, 29.625, 2167,  0.139, 59.8,19.7,  1.0, 51, 3, 73,30,  25.0,147.0, -5,200402_11:24:17.172
 113, 29.875, 1715,  0.152, 57.6,24.0,  1.0, 42,12, 63,30,  30.0,147.0, -5,200402_11:24:17.414
