2576, 11.750,  346,  0.126, 47.5,15.5,  1.0,  2, 2, 94,30,  12.0,111.0, -7,200402_16:47:16.411
   0, 11.875,    0,  0.113,  0.0, 0.0,  1.0,  0, 0,  0, 0,   9.0,120.0, -7,200402_16:47:16.535
 255, 26.375, 1778,  0.125, 69.3,15.7,  1.0, 44, 7, 90,26,  22.0, 95.0, -7,200402_16:47:31.062
1887, 26.750, 1017,  0.142, 41.7,12.5,  1.0,  2, 2, 94,30,  31.0,125.0, -7,200402_16:47:31.408
1783, 27.000, 2226,  0.141, 42.3,12.1,  1.0,  2, 2, 94,30,  38.0,150.0, -7,200402_16:47:31.661
1371, 27.250, 3548,  0.143, 39.9,12.2,  1.0,  2, 2, 94,30,  45.0,167.0, -7,200402_16:47:31.911
 811, 27.375,  954,  0.113, 64.1,12.4,  0.7, 20, 2, 94,29,  42.0,151.0, -7,200402_16:47:32.036
 680, 27.750,  952,  0.131, 67.6,12.1,  0.6, 33, 2, 94,27,  42.0,147.0, -7,200402_16:47:32.427
 480, 27.875, 1028,  0.127, 67.7,12.4,  0.6, 35, 2, 94,28,  40.0,141.0, -7,200402_16:47:32.541
 472, 28.125, 1045,  0.132, 68.1,12.1,  0.6, 36, 2, 94,26,  41.0,139.0, -7,200402_16:47:32.790
 453, 28.375, 1038,  0.129, 67.4,12.1,  0.6, 36, 2, 94,25,  40.0,139.0, -7,200402_16:47:33.042
 465, 28.750, 1048,  0.149, 67.0,12.0,  0.6, 35, 2, 94,25,  40.0,139.0, -7,200402_16:47:33.412
 428, 29.000, 1001,  0.150, 67.6,11.9,  0.6, 37, 2, 94,24,  40.0,143.0, -7,200402_16:47:33.661
 432, 29.250,  843,  0.150, 68.3,12.3,  0.6, 38, 2, 94,24,  41.0,147.0, -7,200402_16:47:33.911
 443, 29.375,  785,  0.134, 70.2,12.5,  0.7, 40, 2, 94,25,  34.0,135.0, -7,200402_16:47:34.060
 317, 29.750,  774,  0.151, 71.2,13.4,  0.7, 43, 2, 94,26,  35.0,130.0, -7,200402_16:47:34.411
