  62,  1.250, 2435,  0.096, 50.0, 9.5,  0.9,  2, 2, 76,29,  43.0,172.0, -6,200402_17:27:19.303
   0,  1.500,    0,  0.110,  0.0, 0.0,  0.8,  0, 0,  0, 0,  40.0,170.0, -6,200402_17:27:19.527
  37,  1.750, 2297,  0.101, 74.1,12.8,  0.6, 73, 4, 77,21,  39.0,176.0, -6,200402_17:27:19.803
   2,  2.000, 1018,  0.107, 71.4, 9.7,  0.9, 76, 9, 77,11,  27.0,159.0, -6,200402_17:27:20.038
  39,  2.250, 2233,  0.106, 74.7,12.8,  0.9, 72, 4, 77,24,  23.0,156.0, -6,200402_17:27:20.296
  28,  2.500, 1198,  0.103, 58.0, 9.0,  1.0,  2, 2, 76,24,  30.0,149.0, -6,200402_17:27:20.552
   0,  2.750,    0,  0.106,  0.0, 0.0,  0.8,  0, 0,  0, 0,  35.0,154.0, -6,200402_17:27:20.792
  21,  3.000, 1400,  0.107, 74.1,11.7,  0.8, 73, 4, 76,21,  34.0,146.0, -6,200402_17:27:21.039
  27,  3.250, 2650,  0.103, 73.7,12.1,  0.8, 72, 4, 77,26,  28.0,151.0, -6,200402_17:27:21.289
  27,  3.500, 2161,  0.105, 73.9,11.6,  0.8, 72, 4, 77,29,  29.0,150.0, -6,200402_17:27:21.550
  35,  3.750, 2647,  0.106, 73.6,13.1,  0.8, 72, 4, 77,30,  27.0,151.0, -6,200402_17:27:21.792
   0,  4.000,    0,  0.107,  0.0, 0.0,  1.0,  0, 0,  0, 0,  29.0,151.0, -6,200402_17:27:22.043
