1817, 25.250, 4386,  0.113, 39.6,18.6,  1.0,  2, 2, 94,30,  14.0,105.0, -5,200402_16:57:39.909
2571, 25.500, 3268,  0.116, 46.7,15.5,  1.0,  2, 2, 94,30,   7.0,141.0, -5,200402_16:57:40.160
2575, 25.750, 2473,  0.117, 47.8,15.5,  1.0,  2, 2, 94,30,   8.0,180.0, -5,200402_16:57:40.410
2559, 26.000, 2286,  0.108, 47.4,15.5,  1.0,  2, 2, 94,30,  11.0,142.0, -5,200402_16:57:40.671
 564, 26.250, 2788,  0.108, 24.5,11.3,  0.6,  2, 2, 45,26,  17.0,205.0, -5,200402_16:57:40.914
2292, 26.500, 1419,  0.117, 46.2,14.0,  0.8,  2, 2, 94,30,  12.0,236.0, -5,200402_16:57:41.161
 609, 26.750, 3187,  0.117, 17.7,13.8,  0.9,  2, 2, 94,30,  13.0,233.0, -5,200402_16:57:41.413
1924, 27.000, 2282,  0.117, 45.8,13.8,  1.1,  2, 2, 94,30,  13.0,195.0, -5,200402_16:57:41.659
2548, 27.250, 1680,  0.107, 47.4,15.4,  1.0,  2, 2, 94,30,   8.0,133.0, -5,200402_16:57:41.910
2495, 27.500, 2050,  0.117, 47.4,15.5,  1.0,  2, 2, 94,30,  10.0,135.0, -5,200402_16:57:42.162
2405, 27.750, 2586,  0.117, 48.3,15.5,  1.0,  2, 2, 94,30,   5.0,144.0, -5,200402_16:57:42.412
2194, 28.000, 3118,  0.117, 47.4,14.8,  1.0,  2, 2, 94,30,   9.0,148.0, -5,200402_16:57:42.665
 128, 28.250, 1032,  0.105, 49.6,27.9,  0.6, 15,21, 94,30,  36.0,140.0, -5,200402_16:57:42.911
1353, 28.500,  864,  0.112, 38.0,18.0,  0.9,  2, 2, 94,30,  33.0,134.0, -5,200402_16:57:43.163
  51, 28.750, 1714,  0.116,  6.0,26.4,  1.0,  2,22, 13,30,  30.0,124.0, -5,200402_16:57:43.407
   0, 29.000,    0,  0.119,  0.0, 0.0,  1.0,  0, 0,  0, 0,  47.0,117.0, -5,200402_16:57:43.658
