 116, 16.500,  715,  0.155, 72.7,20.6,  1.0, 34,10, 88,30,  30.0,147.0, -6,200402_17:22:03.199
  76, 16.750,  338,  0.149, 68.9,19.1,  0.8, 35, 9, 86,30,  31.0,163.0, -6,200402_17:22:03.453
   5, 17.750,  446, -0.621, 43.8,18.8,  0.8, 45,17, 48,21,  31.0,151.0, -6,200402_17:22:04.483
  30, 17.875,  828,  0.140, 89.3,16.5,  1.0, 91, 7, 94,24,  31.0,146.0, -6,200402_17:22:04.580
  45, 18.125,  494,  0.163, 68.9,23.0,  1.0, 47,15, 87,30,  29.0,145.0, -6,200402_17:22:04.822
   3, 18.375,  234,  0.164, 49.9,13.1,  1.0, 25, 5, 50,19,  30.0,156.0, -6,200402_17:22:05.075
  35, 18.625, 1714,  0.112, 87.8,25.9,  1.0, 77,20, 94,30,  29.0,137.0, -6,200402_17:22:05.346
   2, 18.750,  109,  0.155, 40.4,21.1,  0.7, 17,17, 41,18,  35.0,159.0, -6,200402_17:22:05.462
  18, 19.125,  304,  0.111, 78.1,26.3,  0.9, 78,25, 83,30,  37.0,155.0, -6,200402_17:22:05.841
   9, 20.250,  410, -0.735, 48.3,22.5,  1.0, 45,18, 69,29,  25.0,130.0, -6,200402_17:22:06.951
 112, 20.375, 1644,  0.111, 90.7,22.1,  1.1, 87,13, 94,30,  20.0,131.0, -6,200402_17:22:07.074
   0, 20.625,    0,  0.109,  0.0, 0.0,  1.0,  0, 0,  0, 0,  28.0,135.0, -6,200402_17:22:07.327
  60, 24.625,  478,  0.152, 55.9,21.7,  1.0, 37,17, 69,29,  24.0,134.0, -6,200402_17:22:11.328
 324, 24.875, 1294,  0.165, 68.0,14.9,  1.3, 24, 2, 94,30,  25.0,140.0, -6,200402_17:22:11.570
 845, 25.125, 1177,  0.163, 52.3,10.6,  1.0,  2, 2, 94,30,  33.0,154.0, -6,200402_17:22:11.824
 137, 25.375,  729,  0.164, 66.9,15.9,  0.7, 47, 8, 88,25,  41.0,167.0, -6,200402_17:22:12.074
   0, 25.625,    0,  0.154,  0.0, 0.0,  0.7,  0, 0,  0, 0,  44.0,158.0, -6,200402_17:22:12.330
  66, 27.625,  529,  0.154, 38.4,15.6,  1.0, 15,12, 60,20,  29.0,140.0, -6,200402_17:22:14.327
   6, 27.875,  318,  0.153, 38.1,16.9,  0.7, 20,17, 54,20,  39.0,162.0, -6,200402_17:22:14.580
   0, 28.125,    0,  0.157,  0.0, 0.0,  0.8,  0, 0,  0, 0,  33.0,148.0, -6,200402_17:22:14.829
  53, 29.125,  368,  0.152, 52.0,19.4,  1.0, 38,14, 63,26,  15.0,143.0, -6,200402_17:22:15.828
   6, 29.375, 1003,  0.153, 82.1,29.5,  1.0, 82,29, 88,30,  19.0,146.0, -6,200402_17:22:16.077
   4, 29.625,  869,  0.152, 78.6,29.6,  1.0, 78,29, 82,30,  21.0,144.0, -6,200402_17:22:16.327
   0, 29.875,    0,  0.155,  0.0, 0.0,  1.0,  0, 0,  0, 0,  22.0,136.0, -6,200402_17:22:16.576
